"","id","cal_d13C","cal_d15N","cal_d34S","FA_C16_0","FA_C16_1","FA_C18_0","FA_C18_1","FA_C18_2n6","FA_C18_3n3","FA_C18_4n3","FA_C20_1","FA_C20_4n3","FA_C20_5n3","FA_C22_1","FA_C22_5n3","FA_C22_6n3","FA_C24_1"
"130","US-14",-22.4588984573073,11.0548403366834,19.2914802198857,17.7068214804064,1.92307692307692,5.62409288824383,15.7474600870827,0.979680696661829,0.653120464441219,1.52394775036284,15.2394775036284,0.870827285921625,4.89840348330914,8.92597968069666,1.1611030478955,17.7068214804064,0.943396226415094
"132","US-15",-23.5718994310512,11.1311526283824,19.0366046808305,16.1062225015713,2.9855436832181,4.35260842237587,17.4732872407291,1.24135763670647,0.785669390320553,1.08422375864236,17.2218730358265,0.73852922690132,4.5411690760528,11.9736015084852,1.22564424890006,13.3720930232558,1.20993086109365
"134","US-16",-22.2822786219348,10.402169420837,19.2254013764269,14.8060641858634,2.18546958062611,3.26835991336877,11.8133490844654,1.2994683992912,1.16164599330577,1.8704469383737,20.0826934435913,1.26009056900965,5.65071864540264,12.8371726717858,1.49635755069896,14.3729080527663,0.984445757038787
"136","US-17",-24.6523392060952,11.2345758658165,19.191837519432,15.1740506329114,2.46308016877637,4.14556962025317,16.5928270042194,1.14451476793249,0.922995780590717,1.14978902953587,19.3037974683544,1.08122362869198,5.13185654008439,11.4926160337553,1.41877637130802,12.4736286919831,0.886075949367089
"138","US-18",-21.6567089256993,12.2567589309421,18.6962461934915,22.477650063857,1.6602809706258,6.38569604086845,12.2605363984674,0.830140485312899,0.638569604086846,1.6602809706258,1.72413793103448,0.957854406130268,10.536398467433,0.957854406130268,2.17113665389527,32.5670498084291,1.02171136653895
"140","US-19",-22.2615578591257,11.2968306300972,18.4335041254532,17.6015473887814,3.0174081237911,4.33268858800774,16.7504835589942,1.66344294003868,1.08317214700193,2.16634429400387,8.1237911025145,1.27659574468085,9.32301740812379,5.72533849129594,2.51450676982592,19.3423597678917,0.735009671179884
"142","US-2",-21.0469264773183,11.346031976061,18.3863049515541,21.3226909920182,2.05245153933865,5.35917901938426,12.0866590649943,1.25427594070696,0.912200684150513,1.76738882554162,6.21436716077537,1.02622576966933,9.6921322690992,4.21892816419612,1.82440136830103,25.0855188141391,0.96921322690992
"144","US-20",-23.018359053152,11.7155441253402,17.7653735971481,16.6953232462173,4.10935350756534,3.57634112792297,20.1341127922971,1.78817056396149,1.08321870701513,2.99174690508941,10.4883081155433,1.39270976616231,7.68569463548831,8.18431911966987,1.94291609353507,11.9497936726272,0.77372764786795
"146","US-21",-22.6917603631615,11.8390495448004,18.8320749272678,18.9424753050552,2.26612434631029,4.99709471237653,13.3062173155142,1.22022080185938,0.871586287042417,2.78907611853574,8.01859384079024,1.33643230679837,8.59965136548518,5.69436374201046,2.26612434631029,23.0679837303893,0.813480534572923
"148","US-22",-23.5373648263694,11.3490443033649,18.9820634132138,17.0786940932251,4.17059822608039,3.45348178901679,20.4000754859407,1.69843366672957,1.03793168522363,2.92508020381204,9.85091526703151,1.47197584449896,7.90715229288545,7.66182298546895,2.03812040007549,12.4551802226835,0.735987922249481
"150","US-23",-24.5615625309316,11.2570009690789,18.6149587273319,15.4268745360059,3.74164810690423,3.0438010393467,19.2947290274684,1.42538975501114,1.08389012620638,1.66295471417966,14.075723830735,1.19524870081663,7.84706755753526,9.52487008166295,1.98960653303638,12.3904974016333,0.853749072011878
"152","US-24",-21.8885841285626,11.6613222338699,18.7492141553116,17.0348258706468,2.84577114427861,3.56218905472637,19.2437810945274,1.81094527363184,1.27363184079602,3.78109452736318,9.11442786069651,1.7910447761194,7.98009950248756,6.96517412935323,2.18905472636816,14.1890547263682,0.616915422885572
"154","US-25",-21.9033846734262,12.1141754385572,18.6548158075134,19.2640692640693,2.45310245310245,5.33910533910534,12.6984126984127,1.37085137085137,0.649350649350649,1.65945165945166,8.87445887445888,1.01010101010101,8.2972582972583,6.49350649350649,1.87590187590188,22.3665223665224,0.865800865800866
"156","US-26",-21.8116212952718,12.0067357647179,18.7848757533687,15.721819380356,3.4937376400791,3.32893869479235,16.479894528675,1.87870797626895,0.955833882663151,1.21951219512195,14.1727092946605,0.922874093605802,7.41595253790376,10.547132498352,1.8457481872116,14.7989452867502,0.889914304548451
"158","US-27",-22.3247068505438,11.2154977928917,18.8383681504543,17.1684296175753,2.38676430702468,3.11906699213453,14.4019528071603,1.32899376186602,1.0848928668294,1.84431787360998,15.1885001356116,1.05777054515867,7.45863845945213,11.0659072416599,1.6273393002441,13.9951179820993,1.05777054515867
"160","US-28",-21.3883257121724,11.7145400162389,18.7922178470863,18.6134137151469,2.41145440844009,4.97362471740769,12.9615674453655,1.4318010550113,0.828937452901281,1.4318010550113,9.11831198191409,0.904295403165034,8.59080633006782,6.48078372268274,1.88394875659382,23.8131122833459,0.979653353428787
"162","US-29",-23.4604019930786,11.2898018663881,18.8048042934594,14.9740774626411,3.50716681915218,2.97855037104808,18.4405814780929,1.42319812951103,1.04706719528311,1.60618074616245,15.2587170885433,1.15888990545898,7.28880756328149,10.4096777472807,1.95181457761513,12.6969604554234,0.904747382332011
"164","US-3",-22.7766168203796,10.4814940398398,19.3030177957277,15.4627949183303,1.88747731397459,3.95644283121597,11.2159709618875,1.37931034482759,0.980036297640653,1.85117967332123,16.6969147005445,1.30671506352087,6.13430127041742,12.8856624319419,1.77858439201452,16.3702359346642,1.16152450090744
"166","US-30",-22.2516908292166,11.9856494735905,18.812146387177,15.1488095238095,4.07738095238095,3.27380952380952,18.5119047619048,1.57738095238095,0.952380952380952,1.07142857142857,15.0297619047619,0.863095238095238,5.80357142857143,11.1011904761905,1.72619047619048,13.9880952380952,1.07142857142857
"168","US-4",-22.4273239615982,10.9484047719454,19.5127919019459,16.5881073241479,2.13923132704859,4.65917331399565,17.5670775924583,1.14213197969543,0.833937635968093,0.924583031182016,16.9144307469181,0.888324873096447,4.87672226250906,9.64467005076142,1.23277737490935,15.8629441624365,0.997099347353155
"170","US-5",-21.7159111051537,10.7415582970771,19.2757471619193,14.5574995753355,2.48004076779344,3.65211482928487,15.1520298963819,1.37591302870732,1.0191948360795,1.1550874808901,19.500594530321,0.968235094275522,4.48445727874979,13.0456939018176,1.46084593171395,13.2495328690335,1.25700696449805
"172","US-6",-20.2930853922648,12.259771258246,18.4324552549221,18.6575654152446,3.29920364050057,4.26621160409556,17.6905574516496,1.36518771331058,0.739476678043231,1.30830489192264,8.02047781569966,1.13765642775882,8.30489192263936,5.2901023890785,2.61660978384528,20.8759954493743,0.967007963594994
"174","US-7",-21.456408218545,11.5227551778902,18.5635640713084,19.6174043510878,2.81320330082521,3.93848462115529,15.3038259564891,1.38784696174043,0.937734433608402,1.65041260315079,9.00225056264066,1.12528132033008,9.152288072018,6.37659414853713,1.98799699924981,19.6924231057764,0.937734433608402
"176","US-8",-20.4430642468828,12.5851026070679,18.7292856152208,20.7533234859675,2.36336779911374,6.05612998522895,13.8109305760709,1.18168389955687,0.960118168389956,1.62481536189069,5.98227474150665,1.03397341211226,8.78877400295421,3.91432791728213,2.65878877400295,24.1506646971935,0.886262924667652
"178","US-9",-23.4219205764332,9.89409021557806,19.1907886489009,15.0853722936103,2.49955993663088,3.89016018306636,15.1029748283753,1.28498503784545,0.985741946840345,1.12656222496039,19.1691603590917,0.968139412075339,4.48864636507657,13.1314909346946,1.39060024643549,13.0258757261046,1.17936982925541
