"region","id","d13C","d15N","d34S","FA_C16_0","FA_C16_1","FA_C18_0","FA_C18_1","FA_C18_2n6","FA_C18_3n3","FA_C18_4n3","FA_C20_1","FA_C20_4n3","FA_C20_5n3","FA_C22_1","FA_C22_5n3","FA_C22_6n3","FA_C24_1"
"CA","CA-1",-3.82850659638367,0.633711845832315,-0.278894438540892,0.679712906505938,0.145771015728468,-0.383189278022104,0.440356595190729,0.10466550088628,0.341228937454494,0.191239525169513,0.133380583008913,0.263924562348932,-0.000243141407833067,-0.122376438260061,-0.142161272266226,-0.0234048807340211,-0.00900369079257479
"CA","CA-10",-2.1827294478806,1.50335460846015,-0.477103371862834,-0.813178633069937,-0.715353268656045,-0.549793898377596,-0.27811826445916,0.889800180454685,-0.22500543857717,-0.596438223007381,-0.357242363985373,0.617424821579072,0.03779391585733,0.188163099109321,0.0467809384048504,0.102292289340034,-0.00258943969663164
"CA","CA-11",-4.00833286744879,-1.01195504302263,-0.504168630261106,1.06709602610252,-0.00867655945597231,-0.101418670475078,0.630034843611043,0.443640245863497,0.170576650252744,0.0358052185751644,-0.0685336716160405,0.375735878096142,0.10268095240424,0.180411882505758,0.182260348280405,0.0172017741281759,-0.000652134861265419
"CA","CA-12",-2.47455881726042,0.668798337260671,0.236286465409473,-1.00186167054618,0.34001942036706,-0.284983090043825,0.14821172605195,0.773009142190504,-0.503534074990221,-0.0388692019222459,-0.143322472772807,-0.241200634194123,0.132441664363341,0.167262200039124,-0.0656169773058325,5.74774068834021e-05,0.0400014902429802
"CA","CA-13",-3.11637372543557,-0.124065345756194,0.169735453029229,-0.23017760017996,0.900746539353664,-0.330225824811047,0.573386071740359,0.964736777619079,-0.227450350425618,0.131521833832854,-0.38985741550396,-0.170119322365842,0.140161041890551,0.0909043044379255,0.0290937362871232,-0.120848280001432,0.0321758153354714
"CA","CA-14",-2.28344258632037,1.09531898257365,-0.596965392139408,0.0177903453502997,-0.491757850113242,-0.0353132811313264,-0.0218299332047718,-0.249478758771228,0.331566285198017,-0.10988519041885,0.0663717980569741,0.325759143408583,-0.0836347178068663,0.165655791197212,0.219361174933415,0.0370825878773386,-0.0370007228082662
"CA","CA-15",-2.58298594538109,0.472748420786411,0.166392277473227,-0.373091020071007,0.684818058691053,-0.214236189885434,0.387687404978752,0.597814674291323,-0.311814771613879,0.236055903330202,-0.149865417974004,-0.214865145565256,0.202967745411387,0.0975647560253546,0.086190984790448,-0.0336207987785274,0.0230712866340275
"CA","CA-16",-2.46010485710414,0.200504982255968,0.337292079196057,0.021282645391319,0.923125162063614,-0.299482910896312,0.713729845237694,0.795134474539115,-0.250769904972267,0.137413055655006,-0.0887701842738104,-0.208114865715551,0.118558717743071,0.0364912232868682,-0.0409209815858403,-0.0536578716194061,0.00763897164988278
"CA","CA-17",-1.85917972623819,1.40529161695373,-0.383747158636493,-0.818129997070656,0.340437673247438,-0.0974187749882193,-0.281060200147743,-0.0999111856040048,-0.508817615927623,0.534743954177422,0.304839583216906,-0.424904928274536,0.157194897602248,-0.114913733913575,0.29461360612586,-0.0773475930177189,0.0209363732237231
"CA","CA-18",-1.74675804375383,3.14581726776675,0.288984523956684,-0.365310907729615,-0.230686296322487,-0.118358331650281,0.244986618548738,-0.671530673259021,-0.586704446855461,0.188747916351365,0.342074947856361,-0.228600206443947,-0.398518521026476,-0.216045172486132,-0.0587218929935914,-0.0852759554632507,2.81805728026552e-05
"CA","CA-19",-3.567517598768,-0.517438566365104,-0.21826614443609,0.685871694315698,-0.0082575842779569,-0.141993479053631,0.454276534721971,0.302578999439873,0.0739818996536118,0.0980840344548457,0.0109939868169118,0.364377224461449,0.109404407117945,0.168076600526855,0.176477407266833,0.0347493652178689,-0.000984313038574464
"CA","CA-2",-3.37698955598062,-0.282647721706328,0.154381002175453,-1.21280898730321,-0.790792733622682,-0.318886408551808,-0.286654028047835,0.18024864617857,-0.603315434901828,0.190089240934182,-0.412751269306965,-0.0310025500961245,0.178075459951361,-0.52186340884298,0.0713869771849535,-0.155421064777316,-0.00442970908254287
"CA","CA-20",-2.03247691316602,0.785474696681836,0.804388225338191,-0.735997566273759,-0.470469510647821,-0.969562938649302,-0.200176991987763,0.70971902281666,-0.831257365824863,0.0356326674851126,0.0204869961810539,0.360771808247547,0.28793705002292,-0.436640233746827,-0.0221281603538256,0.0539229219410259,-0.0195564847293517
"CA","CA-21",-4.48048964565038,1.06913628387479,0.267703086004217,0.464407049747006,-0.288662520129792,0.239280488995349,0.822943659244077,-0.0129519638666485,-0.681347827503435,-0.00230441864165663,0.204730083978135,0.191888452749099,0.0401657729402436,0.16719250222017,-0.349364492808481,-0.0715132469358199,0.0136057170064967
"CA","CA-22",-0.446102982293181,4.85710963163099,2.48276942443897,-0.456278467170715,-0.666322101094091,-0.542922196601363,-0.0076166847245842,-0.192281771645287,0.440888176389571,-0.437383674706045,0.583558964106834,0.704331526187009,-0.012560715775819,0.469499031672421,0.463450270452824,-0.431398368025342,-0.00295318868784547
"CA","CA-23",-3.08538336270417,-0.829310500562173,2.41713215351677,0.718877445384709,1.00457844101108,-0.988477571359006,0.326904590680691,-0.045049591354598,0.448441815728436,0.378057054292201,0.198219022744019,-0.146363430419412,0.0809442297756468,0.320084389266583,-0.111600108208331,-0.0900944083409775,-0.00801366694668611
"CA","CA-24",-3.06548074174218,-0.114667804564753,-0.198264797452315,-0.403382888011331,-0.525909817959772,-0.503606464556368,0.280604314962173,0.138177443077882,-0.753688719049876,0.163896886168662,0.0613628420614801,0.0294222509133308,0.342027947095653,-0.372865821545046,0.094662317292963,0.161780618587514,-0.0202461293531424
"CA","CA-25",-4.17063159883095,-1.05473928864308,-0.399084222028133,1.51762300304209,-0.0773484427402396,-0.50559412804466,1.16793458397022,0.472627231407453,0.354743290681204,-0.20814520414942,0.0281527996043268,-0.0305342139575869,-0.0405097055179417,-0.125525874664357,0.0319122145670307,-0.108912884330955,-0.0183215715741815
"CA","CA-26",-2.90206615796907,0.891549020362951,0.0828588694444846,-1.04128742917176,0.688398357541592,0.515938011284673,0.0838360178431288,-0.364118147072936,0.0384616755815415,0.655341121222831,0.183672869083533,-0.418491419983869,0.271192974158356,0.234572888404157,0.150365706606655,0.00184024143149586,0.0470368672770071
"CA","CA-27",-3.39989954730046,0.978382926434381,-0.712365829741259,-0.196975445011611,-0.498720606085814,-0.355509008835543,0.643535619454656,-0.0376089768866928,0.228318085162517,-0.244191110817124,-0.0611849187282937,-0.270021405265855,-0.136113652966079,-0.179570252893919,0.0281276581723233,0.0620651972461455,-0.0235554950026201
